@RELATION performance

@ATTRIBUTE name string
@ATTRIBUTE cpu numeric
@ATTRIBUTE mem numeric
@ATTRIBUTE proc numeric

@DATA
server771,10.35838,9.840478,11.77614
server772,10.3578,9.878747,11.74836
server773,10.36127,9.868589,11.73848
server774,10.33542,9.830964,11.74556
server775,10.31986,9.859309,11.69367
server776,10.30943,9.864991,11.68622
server777,10.39485,9.851124,11.6751
server778,10.39412,9.853164,11.70656
server779,10.3934,9.865535,11.67985
server780,10.36807,9.85431,11.67739
server781,10.35767,9.860691,11.66539
server782,10.36199,9.855823,11.65825
server783,10.378,9.846251,11.66287
server784,10.34933,9.845664,11.66635
server785,10.33452,9.86249,11.65537
server786,10.40446,9.857974,11.65244
server787,10.48441,9.853408,11.64326
server788,10.45995,9.854951,11.65556
server789,10.48751,9.837218,11.64864
server790,10.50538,9.814248,11.60941
server791,10.52781,9.788713,11.57972
server792,10.54535,9.786413,11.5732
server793,10.53099,9.788848,11.5815
server794,10.5116,9.836985,11.57607
server795,10.43204,9.895612,11.58376
server796,10.45942,9.902824,11.63651
server797,10.47229,9.911563,11.70179
server798,10.53549,9.92214,11.89634
server799,10.54795,9.917896,11.9244
server800,10.55768,9.902542,11.92771
server801,10.55636,9.850051,11.94657
server802,10.56907,9.878009,11.93938
server803,10.55021,9.958737,11.9103
server804,10.52655,9.953696,11.91153
server805,10.53031,9.944189,11.89149
server806,10.54087,9.94665,11.90476
server807,10.53169,9.918584,11.88535
server808,10.56148,9.930203,11.87802
server809,10.55671,9.926525,11.88468
server810,10.55543,9.892611,11.87312
server811,10.5498,9.85268,11.86166
server812,10.56209,9.858247,11.84227
server813,10.54345,9.849065,11.84372
server814,10.5336,9.849585,11.84938
server815,10.53675,9.856465,11.84659
server816,10.52699,9.86865,11.83544
server817,10.50021,9.87532,11.83271
server818,10.4613,9.877761,11.83466
server819,10.47955,9.871323,11.81988
server820,10.48329,9.868321,11.8136
server821,10.50388,9.85948,11.81972
server822,10.51968,9.86748,11.82531
server823,10.52367,9.852796,11.80729
server824,10.51444,9.877194,11.78703
server825,10.5046,9.837594,11.78098
server826,10.51516,9.809566,11.78666
server827,10.51738,9.78865,11.76804
server828,10.51545,9.729438,11.76565
server829,10.50335,9.71921,11.75667
server830,10.49459,9.721965,11.7388
server831,10.53857,9.643274,11.70862
server832,10.50896,9.638636,11.67071
server833,10.49984,9.653389,11.66475
server834,10.50695,9.659991,11.83644
server835,10.50596,9.654056,11.83781
server836,10.49737,9.633517,11.85139
server837,10.50884,9.625506,11.86096
server838,10.5282,9.633602,11.8588
server839,10.51962,9.627011,11.84114
server840,10.51548,9.641819,11.82405
server841,10.50306,9.625583,11.81048
server842,10.49072,9.623829,11.797
server843,10.49847,9.614295,11.78496
server844,10.49445,9.596872,11.79589
server845,10.49784,9.596248,11.77879
server846,10.5012,9.598698,11.77696
server847,10.50841,9.59116,11.76382
server848,10.50015,9.574429,11.76581
server849,10.49195,9.562784,11.74904
server850,10.47273,9.570305,11.73656
server851,10.46849,9.577932,11.71628
server852,10.47445,9.592158,11.71422
server853,10.48161,9.595059,11.70894
server854,10.4736,9.582749,11.7037
server855,10.46941,9.581206,11.70217
server856,10.46149,9.583493,11.68965
server857,10.45363,9.59349,11.6772
server858,10.46073,9.597233,11.67213
server859,10.45997,9.63314,11.66304
server860,10.45551,9.506236,11.66486
server861,10.45107,9.246762,11.6342
server862,10.45073,9.248398,11.64371
server863,10.46874,9.256921,11.64958
server864,10.47201,9.268783,11.65184
server865,10.49322,9.272923,11.6431
server866,10.46397,9.250761,11.62799
server867,10.47162,9.265592,11.62758
server868,10.4716,9.258473,11.62676
server869,10.46037,9.26514,11.622
server870,10.45281,9.266736,11.61728
server871,10.44851,9.273202,11.61141
server872,10.46649,9.269392,11.61765
server873,10.46217,9.266254,11.60558
server874,10.46943,9.264468,11.61308
server875,10.49501,9.252406,11.60065
server876,10.48072,9.241474,11.6138
server877,10.45907,9.242938,11.61609
server878,10.46224,9.240106,11.60459
server879,10.458,9.245237,11.56872
server880,10.47131,9.248661,11.53306
server881,10.48105,9.253562,11.49763
server882,10.47367,9.237369,11.49003
server883,10.4739,10.56639,11.49531
server884,10.46629,9.928814,11.48988
server885,10.47286,9.236097,11.47896
server886,10.4685,9.230067,11.47014
server887,10.47468,9.259336,11.43194
server888,10.48082,9.247365,11.42761
server889,10.49378,9.251112,11.4166
server890,10.48956,9.237693,11.40565
server891,10.49254,9.226705,11.42181
server892,10.47133,9.216541,11.47405
server893,10.49435,9.221317,11.48953
server894,10.54768,9.218691,11.47519
server895,10.55046,9.216128,11.48437
server896,10.6134,9.210098,11.6179
server897,10.65249,9.198902,11.87834
server898,10.65793,9.29917,11.86302
server899,10.66,9.298724,11.86082
server900,10.65822,9.298274,11.86788
server901,10.66361,9.292929,11.86243
server902,10.65375,9.299343,11.8531
server903,10.66054,9.297043,11.84601
server904,10.65319,9.29573,11.83943
server905,10.6589,9.297981,11.82806
server906,10.66128,9.29452,11.82317
server907,10.65348,9.294956,11.82751
server908,10.65226,9.288179,11.81589
server909,10.6579,9.287619,11.80154
server910,10.66026,9.265652,11.79677
server911,10.66295,9.267966,11.79557
server912,10.65238,9.275403,11.79715
server913,10.64474,9.262856,11.77007
server914,10.63106,9.254924,11.76544
server915,10.62386,9.250947,11.75459
server916,10.62913,9.258957,11.75279
server917,10.628,9.250052,11.74789
server918,10.6304,9.253313,11.74647
server919,10.63278,9.255522,11.73889
server920,10.62251,9.261801,11.73134
server921,10.6249,9.251271,11.71769
server922,10.63042,9.259628,11.70412
server923,10.64216,9.259174,11.69979
server924,10.63823,9.267977,11.68328
server925,10.63088,9.281867,11.66651
server926,10.62455,9.274925,11.65393
server927,10.63276,9.260745,11.6464
server928,10.63041,9.263164,11.64117
server929,10.62315,9.246951,11.63071
server930,10.64667,9.266137,11.6203
server931,10.66393,9.250463,11.61893
server932,10.65358,9.234709,11.61159
server933,10.64634,9.259301,11.61621
server934,10.63914,9.25838,11.60001
server935,10.63501,9.262669,11.60463
server936,10.63695,9.263786,11.60332
server937,10.64189,9.252289,11.59318
server938,10.64982,9.271621,11.60072
server939,10.63702,9.313826,11.6027
server940,10.62397,9.302939,11.58095
server941,10.62206,9.302989,11.57824
server942,10.62166,9.265956,11.5806
server943,10.6269,9.293108,11.57681
server944,10.62882,9.288339,11.57559
server945,10.6577,9.28729,11.57472
server946,10.60933,9.287845,11.56486
server947,10.57888,9.295828,11.67587
server948,10.56622,9.293264,11.68876
server949,10.56827,9.295235,11.68441
server950,10.60052,9.285864,11.68171
server951,10.61707,9.290966,11.68594
server952,10.63644,9.285566,11.68163
server953,10.62088,9.284623,11.67734
server954,10.60251,9.275175,11.66459
server955,10.62754,9.275523,11.66037
server956,10.64669,9.278489,11.66742
server957,10.63989,9.282343,11.77824
server958,10.64488,9.283039,11.77129
server959,10.61524,9.279625,11.76963
server960,10.61427,9.283286,11.74849
server961,10.61615,9.281919,11.75523
server962,10.61801,9.288863,11.75362
server963,10.62017,9.292547,11.74959
server964,10.61072,9.29078,11.74249
server965,10.60414,9.294954,11.73542
server966,10.60321,9.283831,11.73114
server967,10.60789,9.281214,11.72687
server968,10.60695,9.236315,11.70898
server969,10.59795,9.240931,11.70784
server970,10.59426,9.245005,11.70366
server971,10.57948,9.25135,11.69679
server972,10.56231,9.255535,11.68487
server973,10.55597,9.253119,11.67539
server974,10.54531,9.254146,11.67528
server975,10.52805,9.270091,11.65781
server976,10.53555,9.264712,11.65114
server977,10.54849,9.264217,11.64449
server978,10.55318,9.262548,11.62723
server979,10.54724,9.253997,11.6263
server980,10.54376,9.249426,11.61446
server981,10.53487,9.247938,11.61062
server982,10.54495,9.226042,11.61735
server983,10.5283,9.216449,11.72443
server984,10.52532,9.209497,11.72757
server985,10.53565,9.211625,11.84452
server986,10.52984,9.2089,11.84049
server987,10.52646,9.207193,11.8231
server988,10.5207,9.214103,11.82955
server989,10.51202,9.223425,11.81747
server990,10.50101,9.219142,11.82391
server991,10.50302,9.223304,11.81966
server992,10.50599,9.210886,11.80907
server993,10.5159,9.227441,11.8023
server994,10.5313,9.201761,11.819
server995,10.52341,9.203059,11.81904
server996,10.51749,9.197727,11.81741
server997,10.5142,9.203795,11.81068
server998,10.51354,9.206693,11.78359
server999,10.51549,9.206955,11.77951
server1000,10.52262,9.194323,11.77038
server1001,10.52454,9.196524,11.75369
server1002,10.51638,9.19703,11.75698
server1003,10.51342,9.205549,11.74322
server1004,10.50505,9.199528,11.73927
server1005,10.51239,9.179708,11.73564
server1006,10.51431,9.182495,11.72673
server1007,10.50855,9.182387,11.72035
server1008,10.50537,9.188272,11.71649
server1009,10.50729,9.173669,11.71762
server1010,10.5104,9.141945,11.71346
server1011,10.51003,9.131527,11.72479
server1012,10.51979,9.139291,11.72865
server1013,10.51979,9.13206,11.73303
server1014,10.49165,9.138101,11.72208
server1015,7.894737,61.03896,12.82051
server1016,9.090909,3.529412,12.65823
server1017,5.128205,4.651163,12.5
server1018,7.453416,13.6294,10.30303
server1019,5.241935,12.04056,9.448819
server1020,7.48503,15.75342,10.23392
server1021,5.21327,11.70984,8.564815
server1022,4.950495,11.43947,7.736944
server1023,5.602716,12.7866,7.794362
server1024,4.947526,7.919799,6.149341
server1025,6.233422,7.83046,6.088083
server1026,7.007126,11.41218,6.032483
server1027,6.666667,12.18227,6.197479
server1028,6.79803,11.7273,6.641001
server1029,7.441016,11.65405,7.092199
server1030,7.737595,11.39346,6.984388
server1031,7.445141,11.23396,7.04441
server1032,8.064516,11.2922,7.234957
server1033,7.979871,11.19883,7.087719
server1034,7.44249,11.10138,7.529723
server1035,7.549584,11.16587,7.620237
server1036,7.692308,10.98829,7.687759
server1037,7.479862,11.14575,7.58427
server1038,7.721796,10.79292,7.807487
server1039,7.732497,10.71869,8.010204
server1040,7.942058,10.65944,7.756098
server1041,7.850646,10.56151,7.947639
server1042,7.854846,9.980294,7.716465
server1043,7.95053,9.923161,7.635893
server1044,7.783922,9.967846,7.810553
server1045,7.901235,10.0541,7.918006
server1046,7.985697,10.08599,7.954986
server1047,8.06142,10.08776,8.098988
server1048,8.135215,9.953479,7.946299
server1049,8.240374,9.850009,8.01406
server1050,8.269365,9.921415,8.009543
server1051,8.465967,9.767892,7.939133
server1052,8.327847,9.840151,7.909968
server1053,8.384,9.834527,8.06502
server1054,8.341114,9.847912,7.753116
server1055,8.209633,9.921092,7.783368
server1056,8.143322,9.991079,8.041655
server1057,8.225108,10.05875,7.809416
server1058,8.330988,10.11583,7.891119
server1059,8.461538,10.13923,7.836822
server1060,8.317682,10.11138,7.57536
server1061,8.44258,10.18499,7.658811
server1062,8.485004,10.3184,7.638367
server1063,8.475426,10.4697,7.643312
server1064,8.417178,10.56205,7.648046
server1065,8.433445,10.6398,7.723005
server1066,8.307837,10.71227,7.748908
server1067,8.276988,9.913202,7.720337
server1068,8.269454,9.887231,7.692308
server1069,8.401639,10.70441,7.495552
server1070,8.372405,10.62419,7.78626
server1071,8.47569,10.67882,7.851947
server1072,8.393129,10.66578,7.793587
server1073,8.244111,10.69716,7.674613
server1074,8.329801,10.73987,7.822848
server1075,8.392782,10.72781,7.824662
server1076,8.400747,10.63025,7.7951
server1077,8.435708,10.64613,7.833733
server1078,8.509354,10.63226,7.834282
server1079,8.559004,10.62559,7.910477
server1080,8.471599,10.61355,7.869665
server1081,8.468052,10.61622,14.80347
server1082,8.472328,10.59801,7.844588
server1083,8.473615,10.51432,7.844223
server1084,8.465116,10.5596,7.879448
server1085,8.328757,10.54209,8.413719
server1086,8.351568,10.62138,8.417868
server1087,8.310896,10.59581,8.444289
server1088,8.317043,10.59548,8.411377
server1089,8.323069,10.58751,8.464973
server1090,8.241854,10.60032,8.50051
server1091,8.229814,10.60684,8.449756
server1092,8.262206,10.62532,8.276436
server1093,8.293919,10.63364,8.320975
server1094,8.324975,10.67048,8.315669
server1095,8.228477,10.68839,8.284884
server1096,8.292524,10.71025,8.264331
server1097,8.370895,10.73156,8.354271
server1098,8.399492,10.73969,8.395291
server1099,8.397305,10.77707,8.375363
server1100,8.37842,10.67295,8.39994
server1101,8.390542,10.69861,8.468522
server1102,8.369712,10.72585,7.93068
server1103,8.349428,10.73363,7.725757
server1104,8.358997,10.73858,7.554729
server1105,8.427454,10.74535,7.558632
server1106,8.408408,10.73623,7.534533
server1107,8.460452,10.74059,7.442117
server1108,8.427515,10.70653,7.447243
server1109,8.481589,10.6527,7.495626
server1110,8.461643,10.66303,7.499003
server1111,8.455635,10.66068,7.462883
server1112,8.466454,10.67061,7.443492
server1113,8.5,10.65394,7.498716
server1114,8.480749,10.65927,7.463823
server1115,8.500514,10.67615,7.47992
server1116,8.571792,10.56639,7.695172
server1117,8.566038,10.56639,7.770685
server1118,8.610178,10.55779,8.729223
server1119,8.617506,10.53261,7.72558
server1120,8.696711,10.53109,7.738944
server1121,8.715043,10.53459,7.694118
server1122,8.754771,10.53626,7.718277
server1123,8.831169,10.53303,7.686103
server1124,8.800842,10.51734,7.723021
server1125,8.817403,10.50106,7.691439
server1126,8.84307,10.47061,7.692308
server1127,8.902245,10.45115,7.671021
server1128,8.962264,10.48287,7.673756
server1129,8.975642,10.49804,7.632179
server1130,8.87763,10.08474,7.665842
server1131,8.836042,10.46419,7.730806
server1132,8.807954,10.08111,7.616837
server1133,8.746387,10.10904,7.587
server1134,8.724332,10.11511,7.581265
server1135,8.668076,10.11205,7.635163
server1136,8.658191,10.10951,7.71203
server1137,8.619789,10.11126,7.729173
server1138,8.602597,10.11788,7.725844
server1139,8.596818,10.11781,7.713249
server1140,8.560271,10.10159,7.690765
server1141,8.509768,10.10638,7.683864
server1142,8.519723,10.08806,7.686967
server1143,8.473036,10.09087,7.527094
server1144,8.416934,10.10959,7.486788
server1145,8.425346,10.10868,7.462397
server1146,8.432784,10.09858,7.456942
server1147,8.373276,10.10496,7.472087
server1148,8.389294,10.10713,7.462261
server1149,8.379454,10.0508,7.443887
server1150,8.423992,10.07217,7.456099
server1151,8.437889,10.06876,7.641289
server1152,8.414854,10.06843,7.420102
server1153,8.422044,10.09976,7.406046
server1154,8.428331,10.06964,7.391542
server1155,8.422822,10.0515,7.403697
server1156,8.446791,10.05161,7.578358
server1157,8.396876,10.0561,7.391811
server1158,8.349284,10.07407,7.582896
server1159,8.337101,10.04248,7.584443
server1160,8.360994,10.00366,7.428471
server1161,8.34891,10.00235,7.431201
server1162,8.284024,10.00869,7.390817
server1163,8.354519,10.02171,7.592988
server1164,8.354364,10.03851,7.58849
server1165,8.354212,10.04997,7.57563
server1166,8.334048,10.03803,8.254579
server1167,8.306383,10.04662,8.575461
server1168,8.355158,10.08684,8.627936
server1169,8.301887,10.34588,8.670757
server1170,8.283383,10.34929,8.648693
server1171,8.257563,10.29503,8.627641
server1172,8.28888,10.22578,9.094548
server1173,8.28548,10.23864,9.106914
server1174,8.340121,10.25918,9.09741
server1175,8.337377,10.26012,9.103818
server1176,8.319949,10.27113,9.119398
server1177,8.277512,10.29859,9.117784
server1178,8.243586,10.32411,9.147095
server1179,8.218639,10.35982,8.962747
server1180,8.238994,10.33442,9.119497
server1181,8.255439,10.3356,9.110413
server1182,8.240465,10.33189,9.109002
server1183,8.290438,10.32605,9.120645
server1184,8.311387,10.29891,9.14929
server1185,8.279321,10.29862,9.152491
server1186,8.300759,10.29241,9.143925
server1187,8.344119,10.28644,9.119941
server1188,8.371776,10.28249,9.147916
server1189,8.391556,10.23958,9.168193
server1190,8.418539,10.26225,9.195486
server1191,8.415511,10.24111,9.207957
server1192,8.427256,10.23179,9.249012
server1193,8.438849,10.24183,9.239557
server1194,8.413934,10.23946,9.251508
server1195,8.403786,10.20737,9.242157
server1196,8.424987,10.19757,9.229259
server1197,8.479177,10.21028,9.248031
server1198,8.461702,10.19626,9.252718
server1199,8.479718,10.18897,9.236699
server1200,8.476478,10.18737,9.214037
server1201,8.50115,10.22079,9.218846
server1202,8.504744,10.22691,9.223596
server1203,8.501411,10.22993,9.228289
server1204,8.504961,10.25594,9.219574
server1205,8.518897,10.22897,9.215335
server1206,8.542714,10.19178,9.215582
server1207,8.54597,10.1879,9.220232
server1208,8.281323,10.17475,9.179598
server1209,8.580615,10.14936,9.168137
server1210,8.550879,10.13332,8.962294
server1211,8.574455,10.12545,8.957202
server1212,8.563865,10.11212,9.109103
server1213,8.5609,10.12172,9.108415
server1214,8.578159,10.12468,9.108317
server1215,8.566765,10.12582,8.952005
server1216,8.540555,10.12085,9.099568
server1217,8.559201,10.10675,8.962091
server1218,8.582114,10.10117,9.133799
server1219,8.572711,10.12615,9.151758
server1220,8.636857,10.12878,9.148049
server1221,8.639939,10.13214,9.178116
server1222,8.624606,10.1386,9.177644
server1223,8.608357,10.16321,9.194417
server1224,8.617247,10.12457,9.229271
server1225,8.615232,10.08305,9.216981
server1226,8.648682,10.07572,9.239294
server1227,8.658806,10.13169,9.25704
server1228,8.648913,10.14344,9.249106
server1229,8.681652,10.09203,9.253112
server1230,8.641528,10.10232,9.251179
server1231,8.679971,10.12269,9.231672
server1232,8.631629,10.11965,9.227894
server1233,8.661183,10.11216,9.241596
server1234,8.675285,10.11076,9.239759
server1235,8.699249,10.11546,9.23139
server1236,8.705383,10.1291,9.217331
server1237,8.719091,10.12193,9.215641
server1238,8.720998,10.11904,9.208281
server1239,8.7471,10.05216,9.207697
server1240,8.737808,10.05191,9.200969
server1241,8.756819,10.0466,9.18819
server1242,8.77614,10.01471,9.203925
server1243,8.777715,9.999723,9.185711
server1244,8.76796,9.957647,9.222872
server1245,8.770053,9.938134,9.205251
server1246,8.805736,9.945302,9.204198
server1247,8.823857,9.927374,9.202654
server1248,8.842292,9.91701,9.201624
server1249,8.910235,9.918889,9.20599
server1250,8.895116,9.908882,9.199593
server1251,8.874672,9.899309,9.198591
server1252,8.875707,9.900726,9.218352
server1253,8.914645,9.909443,9.232639
server1254,8.915481,9.87762,9.231012
server1255,8.905579,9.877389,9.245105
server1256,8.907401,9.88962,9.228765
server1257,8.897629,9.903174,9.227178
server1258,8.874425,9.898911,9.217661
server1259,8.880695,10.01729,9.211
server1260,8.897394,9.991763,9.056025
server1261,8.886212,9.977432,9.049103
server1262,8.884017,9.904991,9.061736
server1263,8.878919,9.916543,9.06083
server1264,8.873827,9.916064,9.070099
server1265,8.880008,9.925723,9.064209
server1266,8.877177,9.903255,9.059743
server1267,8.884202,9.873563,9.044823
server1268,8.880012,9.839539,9.039125
server1269,8.886057,9.832279,9.038452
server1270,8.886972,9.869165,9.037785
server1271,8.903037,9.859584,9.042055
server1272,8.913929,9.871328,9.031561
server1273,8.895798,9.836462,9.017516
server1274,8.894663,9.849399,9.015115
server1275,8.875622,9.851404,8.985437
server1276,8.70319,9.836636,9.01885
server1277,8.875185,9.843935,8.992875
server1278,8.856469,9.862906,8.987633
server1279,8.852587,9.855035,8.987209
server1280,8.868219,9.849037,8.977284
server1281,8.899127,9.84324,8.987222
server1282,8.867423,9.852136,8.983362
server1283,8.883224,9.862864,8.973998
server1284,8.883991,9.856589,8.969742
server1285,8.880088,9.794225,8.955432
server1286,8.871466,9.80054,8.918054
server1287,8.891307,9.783383,8.904078
server1288,8.845012,9.762975,9.120177
server1289,8.864799,9.915096,9.123803
server1290,8.879749,9.912553,9.122839
server1291,8.871306,9.895029,9.135511
server1292,8.837469,9.897498,9.137493
server1293,8.843537,9.860498,9.132379
server1294,8.854575,9.867475,9.11422
server1295,8.621798,9.954633,9.3736
server1296,8.6877,9.957115,9.327026
server1297,8.865264,9.95027,9.325317
server1298,8.870711,9.948681,9.350189
server1299,8.872391,9.940626,9.366854
server1300,8.847004,9.942406,7.68012
server1301,8.86184,9.941872,7.185445
server1302,8.85419,9.956039,7.428272
server1303,8.859743,9.94474,7.441435
server1304,8.853333,9.940561,7.46573
server1305,8.856497,9.936136,7.528649
server1306,8.8883,9.92725,7.482231
server1307,8.902664,9.931536,7.560934
server1308,8.920907,9.92144,7.566043
server1309,8.930285,9.883386,7.583887
server1310,8.931288,9.861375,7.597675
server1311,8.936225,9.867865,7.594134
server1312,8.721156,9.865755,7.60746
server1313,8.791303,9.837931,7.608103
server1314,8.946535,9.852911,7.704843
server1315,8.955606,9.855673,7.734255
server1316,8.935248,9.872039,7.74718
server1317,8.935828,9.874029,7.767953
server1318,8.932646,9.875405,7.762105
server1319,8.944838,9.869665,7.775582
server1320,8.939534,9.868002,7.785439
server1321,8.944656,9.870656,7.789818
server1322,8.937218,9.869833,7.810463
server1323,8.94194,9.862702,7.818462
server1324,8.946866,9.878461,7.821546
server1325,8.939356,9.874642,7.836725
server1326,8.938294,9.843514,7.858293
server1327,8.940983,9.830572,7.863365
server1328,8.931354,9.802584,7.848395
server1329,8.948272,9.781043,7.856117
server1330,8.933225,9.750084,7.852488
server1331,8.951407,9.722385,7.864812
server1332,8.940853,9.726669,7.873332
server1333,8.933323,9.722303,7.872993
server1334,8.92728,9.639419,7.881735
server1335,8.920207,9.647102,7.889492
server1336,8.924796,9.63051,7.904677
server1337,8.902584,9.623354,7.905154
server1338,8.899279,9.656361,7.908578
server1339,8.904245,9.639567,7.919991
server1340,8.901306,9.634014,7.946689
server1341,8.90231,9.630707,7.946411
server1342,8.899398,9.635046,7.972839
server1343,8.900401,9.632246,7.980078
server1344,8.913389,9.643265,7.983782
server1345,8.906945,9.636547,7.995015
server1346,8.722321,9.635791,8.009489
server1347,8.54737,9.643329,8.013061
server1348,8.679824,9.625255,7.990125
server1349,8.712425,9.606622,8.009247
server1350,8.733392,9.591083,8.020814
server1351,8.605904,9.586976,8.031414
server1352,8.743996,9.591355,8.045637
server1353,8.734168,9.575463,8.045046
server1354,8.750704,9.594417,8.055464
server1355,8.793678,9.571827,8.077078
server1356,8.79125,9.576638,8.087324
server1357,8.766512,9.579999,8.090239
server1358,8.738224,9.585935,8.082271
server1359,8.732301,9.583345,8.070745
server1360,8.726415,9.591762,8.073685
server1361,8.709547,9.591974,7.9726
server1362,8.725741,9.581469,7.957958
server1363,8.716283,9.584886,7.964791
server1364,8.728715,9.595758,7.964476
server1365,8.740751,9.462568,7.949717
server1366,8.767173,9.32611,7.945641
server1367,8.786535,9.252663,7.966501
server1368,8.906374,9.259421,7.973201
server1369,8.918658,9.272945,7.955936
server1370,8.912376,9.263147,7.959141
server1371,8.916402,9.272306,7.952764
server1372,8.828028,9.265143,8.111956
server1373,8.83876,9.271398,8.123831
server1374,8.84308,9.271182,8.157277
server1375,8.857949,9.272889,8.166426
server1376,8.857464,9.262361,8.01566
server1377,8.840961,9.255379,8.032321
server1378,8.840727,9.250408,8.172962
server1379,8.849094,9.244033,8.155267
server1380,8.856795,9.23469,8.164305
server1381,8.864449,9.23853,8.078447
server1382,8.854761,9.242445,8.12481
server1383,8.862375,9.245045,8.416658
server1384,8.859628,9.247517,8.773873
server1385,8.867181,9.240459,8.797644
server1386,8.861322,9.232268,8.794875
server1387,8.87116,9.230731,8.794062
server1388,8.867532,9.230565,8.786639
server1389,8.875297,9.228251,8.790553
server1390,8.879328,9.221502,8.777616
server1391,8.873201,9.217706,8.764756
server1392,8.867111,9.20831,8.801289
server1393,8.865618,9.198454,8.812412
server1394,8.849498,9.519135,8.806083
server1395,8.846862,9.373785,8.809594
server1396,8.827554,9.349222,8.835891
server1397,8.811687,9.300201,8.829549
server1398,8.83241,9.298947,8.820005
server1399,8.830945,9.297824,8.824482
server1400,8.841625,9.29995,8.831127
server1401,8.838192,9.297005,8.824003
server1402,8.838068,9.298226,8.82334
server1403,8.849528,9.297846,8.837209
server1404,8.857068,9.289718,8.834442
server1405,8.85803,9.289578,8.825312
server1406,8.854439,9.291479,8.837209
server1407,8.851861,9.296327,8.846887
server1408,8.859034,9.284005,8.828001
server1409,8.866166,9.290133,8.847126
server1410,8.870031,9.261883,8.847244
server1411,8.859169,9.256826,8.839814
server1412,8.863322,9.26062,8.849641
server1413,8.851429,9.250133,8.843772
server1414,8.852103,9.250731,8.850137
server1415,8.868706,9.259202,8.859578
server1416,8.863254,9.262456,8.832015
server1417,8.85755,9.247249,8.83836
server1418,8.852159,9.252301,8.826433
server1419,8.856251,9.261044,8.839184
server1420,8.860322,9.262113,8.82732
server1421,8.905119,9.268619,8.833879
server1422,8.91216,9.276425,8.831248
server1423,8.900458,9.27556,8.828631
server1424,8.908243,9.26554,8.826744
server1425,8.877722,9.257051,8.826914
server1426,8.881396,9.262211,8.815003
server1427,8.878879,9.252528,8.82725
server1428,9.0056,9.233382,8.833423
server1429,8.873888,9.238265,8.833573
server1430,8.911194,9.257461,8.821772
server1431,8.875053,9.258765,8.836849
server1432,8.875632,9.261549,8.845902
server1433,8.876207,9.263967,8.854908
server1434,8.870724,9.255061,8.857954
server1435,8.869112,9.302513,8.85586
server1436,8.860645,9.244525,8.870683
server1437,8.855233,9.273636,8.870731
server1438,8.862394,9.266648,8.877162
server1439,8.857006,9.298484,8.868421
server1440,8.86957,9.288873,8.883056
server1441,8.888028,9.281276,8.926702
server1442,8.992571,9.288377,9.164491
server1443,9.016539,9.298648,9.181134
server1444,9.043339,9.284263,9.189033
server1445,9.028679,9.284263,9.179676
server1446,9.061212,9.277675,9.118593
server1447,8.932136,9.278916,9.166714
server1448,9.043799,9.282443,9.174574
server1449,9.058521,9.281142,9.16814
server1450,9.084819,9.27865,9.144677
server1451,9.102531,9.277754,9.155629
server1452,9.111459,9.284327,9.143892
server1453,9.076719,9.276636,9.129134
server1454,9.085405,9.281001,9.122896
server1455,9.117055,9.283134,9.122305
server1456,9.09117,9.290071,9.102112
server1457,9.100014,9.294827,9.10183
server1458,9.078966,9.286913,9.080771
server1459,9.096089,9.285724,9.094196
server1460,9.081868,9.278963,9.077038
server1461,9.025199,9.268952,9.09594
server1462,8.988605,9.264995,9.089905
server1463,8.988796,9.256956,9.081141
server1464,9.011824,9.244261,9.097405
server1465,8.997978,9.243422,9.113341
server1466,8.989803,9.253914,9.131933
server1467,8.993097,9.255436,9.128857
server1468,8.971035,9.26241,9.128269
server1469,8.968548,9.254989,9.133114
server1470,8.969095,9.26282,9.130058
server1471,8.969392,9.269249,9.121366
server1472,8.955883,9.267234,9.118107
server1473,8.945194,9.264724,9.160572
server1474,8.945546,9.258366,9.165281
server1475,8.954365,9.254569,9.170212
server1476,8.941022,9.247118,9.206909
server1477,8.941382,9.223243,9.219462
server1478,8.944704,9.216376,9.242827
server1479,8.943377,9.207717,9.246039
server1480,8.943971,9.207581,9.29309
server1481,8.93891,9.206129,9.310618
server1482,8.936572,9.208384,9.314888
server1483,8.936938,9.217918,9.311251
server1484,8.939988,9.223944,9.291896
server1485,8.940584,9.220379,9.312122
server1486,8.930243,9.224475,9.365945
server1487,8.933287,9.215062,9.375244
server1488,8.928571,9.227085,9.384743
server1489,8.931606,9.226654,9.378402
server1490,8.929565,9.223846,9.400781
server1491,8.911441,9.216378,9.397012
server1492,8.758932,9.194388,8.649317
server1493,8.759931,9.209512,9.307582
server1494,8.75807,9.20721,9.370676
server1495,8.758837,9.20747,8.62307
server1496,8.751763,9.195769,8.626231
server1497,8.752769,9.189808,8.619417
server1498,8.740768,9.201414,8.622353
server1499,8.741567,9.20606,8.63056
server1500,8.744952,9.203917,8.631148
server1501,8.732824,9.193105,8.631733
server1502,8.726129,9.180289,8.645113
server1503,8.727179,9.178932,8.650901
server1504,8.735921,9.181709,8.651654
server1505,8.734161,9.170019,8.662185
server1506,8.734963,9.176066,8.6602
server1507,8.738309,9.17825,8.6632
server1508,8.734013,9.17918,8.676116
server1509,8.750254,9.14051,8.676806
server1510,8.751013,9.140678,8.684692
server1511,8.749463,9.13605,8.692757
server1512,8.74266,9.136974,8.700573
server1513,8.741338,9.136637,8.696829
server1514,8.827597,9.134604,8.702163
server1515,8.748118,9.133965,8.69299
